attribute,value,fixed,tupleid
condition,Surgical Infection Prevention,t,614
measure code,SCIP-INF-6,f,614
measure name,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),f,614
score,,t,614
sample,,t,614
stateavg,AL_SCIP-INF-6,t,614
provider number,10027,t,615
hospital name,ELBA GENERAL HOSPITAL,t,615
address1,987 DRAYTON STREET,t,615
address2,,t,615
address3,,t,615
city,ELBA,f,615
state,AL,f,615
zip code,36323,f,615
county name,COFFEE,t,615
phone number,3348972257,f,615
hospital type,Acute Care Hospitals,t,615
hospital owner,Voluntary non-profit - Other,t,615
emergency service,Yes,t,615
condition,Surgical Infection Prevention,t,615
measure code,SCIP-VTE-1,f,615
measure name,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,f,615
score,,t,615
sample,,t,615
stateavg,AL_SCIP-VTE-1,f,615
provider number,10027,t,616
hospital name,ELBA GENERAL HOSPITAL,t,616
address1,987 DRAYTON STREET,t,616
address2,,t,616
address3,,t,616
city,ELBA,f,616
state,AL,f,616
zip code,36323,f,616
county name,COFFEE,t,616
hospital type,Acute Care Hospitals,t,616
hospital owner,Voluntary non-profit - Other,t,616
emergency service,Yes,t,616
condition,Surgical Infection Prevention,f,616
measure code,SCIP-VTE-2,f,616
measure name,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,t,616
score,,t,616
sample,,t,616
stateavg,AL_SCIP-VTE-2,f,616
provider number,10029,t,617
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,617
address1,2000 PEPPERELL PARKWAY,t,617
address2,,t,617
address3,,t,617
city,OPELIKA,t,617
state,AL,f,617
zip code,36801,t,617
county name,LEE,t,617
phone number,3347493411,t,617
hospital type,Acute Care Hospitals,t,617
hospital owner,Government - Hospital District or Authority,t,617
emergency service,Yes,t,617
condition,Heart Attack,f,617
measure code,AMI-1,f,617
measure name,Heart Attack Patients Given Aspirin at Arrival,f,617
score,98%,t,617
sample,185 patients,t,617
stateavg,AL_AMI-1,f,617
provider number,10029,t,618
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,618
address1,2000 PEPPERELL PARKWAY,t,618
address2,,t,618
address3,,t,618
city,OPELIKA,t,618
state,AL,f,618
zip code,36801,t,618
county name,LEE,t,618
phone number,3347493411,t,618
hospital type,Acute Care Hospitals,t,618
hospital owner,Government - Hospital District or Authority,t,618
emergency service,Yes,t,618
condition,Heart Attack,f,618
measure code,AMI-2,f,618
measure name,Heart Attack Patients Given Aspirin at Discharge,f,618
score,97%,t,618
sample,290 patients,t,618
stateavg,AL_AMI-2,f,618
provider number,10029,t,619
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,619
address1,2000 PEPPERELL PARKWAY,t,619
address2,,t,619
address3,,t,619
city,OPELIKA,t,619
state,AL,t,619
zip code,36801,t,619
county name,LEE,t,619
phone number,3347493411,t,619
hospital type,Acute Care Hospitals,t,619
hospital owner,Government - Hospital District or Authority,t,619
emergency service,Yes,t,619
condition,Heart Attack,f,619
measure code,AMI-3,f,619
measure name,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),f,619
score,93%,t,619
sample,72 patients,t,619
stateavg,AL_AMI-3,t,619
provider number,10029,t,620
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,620
address1,2000 PEPPERELL PARKWAY,t,620
address2,,t,620
address3,,t,620
city,OPELIKA,t,620
state,AL,t,620
zip code,36801,t,620
county name,LEE,t,620
phone number,3347493411,t,620
hospital type,Acute Care Hospitals,t,620
hospital owner,Government - Hospital District or Authority,t,620
emergency service,Yes,t,620
condition,Heart Attack,f,620
measure code,AMI-4,f,620
measure name,Heart Attack Patients Given Smoking Cessation Advice/Counseling,t,620
score,100%,t,620
sample,122 patients,t,620
stateavg,AL_AMI-4,t,620
provider number,10029,t,621
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,621
address1,2000 PEPPERELL PARKWAY,t,621
address2,,t,621
address3,,t,621
city,OPELIKA,t,621
state,AL,f,621
zip code,36801,t,621
county name,LEE,t,621
phone number,3347493411,t,621
hospital type,Acute Care Hospitals,t,621
hospital owner,Government - Hospital District or Authority,t,621
emergency service,Yes,t,621
condition,Heart Attack,f,621
measure code,AMI-5,f,621
measure name,Heart Attack Patients Given Beta Blocker at Discharge,f,621
score,98%,t,621
sample,281 patients,t,621
stateavg,AL_AMI-5,f,621
provider number,10029,t,622
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,622
address1,2000 PEPPERELL PARKWAY,t,622
address2,,t,622
address3,,t,622
city,OPELIKA,t,622
state,AL,f,622
zip code,36801,t,622
county name,LEE,t,622
phone number,3347493411,t,622
hospital type,Acute Care Hospitals,t,622
hospital owner,Government - Hospital District or Authority,t,622
emergency service,Yes,t,622
condition,Heart Attack,f,622
measure code,AMI-7A,f,622
measure name,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,t,622
score,,t,622
sample,0 patients,t,622
stateavg,AL_AMI-7A,f,622
provider number,10029,t,623
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,623
address1,2000 PEPPERELL PARKWAY,t,623
address2,,t,623
address3,,t,623
city,OPELIKA,t,623
state,AL,f,623
zip code,36801,t,623
county name,LEE,t,623
phone number,3347493411,t,623
hospital type,Acute Care Hospitals,t,623
hospital owner,Government - Hospital District or Authority,t,623
emergency service,Yes,t,623
condition,Heart Attack,f,623
measure code,AMI-8A,f,623
measure name,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,f,623
score,85%,t,623
sample,26 patients,t,623
stateavg,AL_AMIx8A,f,623
provider number,10029,t,624
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,624
address1,2000 PEPPERELL PARKWAY,t,624
address2,,t,624
address3,,t,624
city,OPELIKA,t,624
state,AL,t,624
zip code,36801,t,624
county name,LEE,t,624
phone number,3347493411,t,624
hospital type,Acute Care Hospitals,t,624
hospital owner,Government - Hospital District or Authority,t,624
emergency service,Yes,t,624
condition,Heart Failure,f,624
measure code,HF-1,f,624
measure name,Heart Failure Patients Given Discharge Instructions,f,624
score,82%,t,624
sample,527 patients,t,624
stateavg,AL_HF-1,t,624
provider number,10029,t,625
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,625
address1,2000 PEPPERELL PARKWAY,t,625
address2,,t,625
address3,,t,625
city,OPELIKA,t,625
state,AL,f,625
zip code,36801,t,625
county name,LEE,t,625
phone number,3347493411,t,625
hospital type,Acute Care Hospitals,t,625
hospital owner,Government - Hospital District or Authority,t,625
emergency service,Yes,t,625
condition,Heart Failure,f,625
measure code,HF-2,f,625
measure name,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,f,625
score,100%,t,625
sample,570 patients,t,625
stateavg,AL_HF-2,f,625
provider number,10029,t,626
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,626
address1,2000 PEPPERELL PARKWAY,t,626
address2,,t,626
address3,,t,626
city,OPELIKA,t,626
state,AL,t,626
zip code,36801,t,626
county name,LEE,t,626
phone number,3347493411,t,626
hospital type,Acute Care Hospitals,t,626
hospital owner,Government - Hospital District or Authority,t,626
emergency service,Yes,t,626
condition,Heart Failure,f,626
measure code,HF-3,f,626
measure name,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),f,626
score,92%,t,626
sample,272 patients,t,626
stateavg,AL_HF-3,t,626
provider number,10029,t,627
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,627
address1,2000 PEPPERELL PARKWAY,t,627
address2,,t,627
address3,,t,627
city,OPELIKA,t,627
state,AL,f,627
zip code,36801,t,627
county name,LEE,t,627
phone number,3347493411,t,627
hospital type,Acute Care Hospitals,t,627
hospital owner,Government - Hospital District or Authority,t,627
emergency service,Yes,t,627
condition,Heart Failure,f,627
measure code,HF-4,f,627
measure name,Heart Failure Patients Given Smoking Cessation Advice/Counseling,f,627
score,100%,t,627
sample,101 patients,t,627
stateavg,AL_HF-4,f,627
provider number,x0029,t,628
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,628
address1,2000 PEPPERELL PARKWAY,t,628
address2,,t,628
address3,,t,628
city,OPELIKA,t,628
state,AL,f,628
zip code,36801,t,628
county name,LEE,t,628
phone number,3347493411,t,628
hospital type,Acute Care Hospitals,t,628
hospital owner,Government - Hospital District or Authority,t,628
emergency service,Yes,t,628
condition,Pneumonia,t,628
measure code,PN-2,f,628
measure name,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,t,628
score,92%,t,628
sample,114 patients,t,628
stateavg,AL_PN-2,f,628
provider number,10029,t,629
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,629
address1,2000 PEPPERELL PARKWAY,t,629
address2,,t,629
address3,,t,629
city,OPELIKA,t,629
state,AL,f,629
zip code,36801,t,629
county name,LEE,t,629
phone number,3347493411,t,629
hospital type,Acute Care Hospitals,t,629
hospital owner,Government - Hospital District or Authority,t,629
emergency service,Yex,t,629
condition,Pneumonia,f,629
measure code,PN-3B,f,629
measure name,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,f,629
score,91%,t,629
sample,129 patients,t,629
stateavg,AL_PN-3B,f,629
provider number,10029,t,630
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,630
address1,2000 PEPPERELL PARKWAY,t,630
address2,,t,630
address3,,t,630
city,OPELIKA,t,630
state,AL,t,630
zip code,36801,t,630
county name,LEE,t,630
phone number,3347493411,t,630
hospital type,Acute Care Hospitals,t,630
hospital owner,Government - Hospital District or Authority,t,630
emergency service,Yes,t,630
condition,Pneumonia,f,630
measure code,PN-4,f,630
measure name,Pneumonia Patients Given Smoking Cessation Advice/Counseling,t,630
score,100%,t,630
sample,59 patients,t,630
stateavg,AL_PN-4,t,630
provider number,10029,t,631
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,631
address1,2000 PEPPERELL PARKWAY,t,631
address2,,t,631
address3,,t,631
city,OPELIKA,t,631
state,AL,f,631
zip code,36801,t,631
county name,LEE,t,631
phone number,3347493411,t,631
hospital type,Acute Care Hospitals,t,631
hospital owner,Government - Hospital District or Authority,t,631
emergency service,Yes,t,631
condition,Pneumonia,f,631
measure code,PN-5C,f,631
measure name,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,f,631
score,96%,t,631
sample,153 patients,t,631
stateavg,AL_PN-5C,f,631
provider number,10029,t,632
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,632
address1,2000 PEPPERELL PARKWAY,t,632
address2,,t,632
address3,,t,632
city,OPELIKA,t,632
state,AL,f,632
zip code,36801,t,632
county name,LEE,t,632
phone number,3347493411,t,632
hospital type,Acute Care Hospitals,t,632
hospital owner,Government - Hospital District or Authority,t,632
emergency service,Yes,t,632
condition,Pneumonxa,f,632
measure code,PN-6,f,632
measure name,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),f,632
score,97%,t,632
sample,115 patients,t,632
stateavg,AL_PN-6,f,632
provider number,10029,t,633
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,633
address1,2000 PEPPERELL PARKWAY,t,633
address2,,t,633
address3,,t,633
city,OPELIKA,t,633
state,AL,f,633
zip code,36801,t,633
county name,LEE,t,633
phone number,3347493411,t,633
hospital type,Acute Care Hospitals,t,633
hospital owner,Government - Hospital District or Authority,t,633
emergency service,Yes,t,633
condition,Pneumonia,t,633
measure code,PN-7,f,633
measure name,Pneumonia Patients Assessed and Given Influenza Vaccination,f,633
score,88%,t,633
sample,89 patients,t,633
stateavg,AL_PN-7,f,633
provider number,10029,t,634
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,634
address1,2000 PEPPERELL PARKWAY,t,634
address2,,t,634
address3,,t,634
city,OPELIKA,t,634
state,AL,t,634
zip code,36801,t,634
county name,xEE,t,634
phone number,3347493411,t,634
hospital type,Acute Care Hospitals,t,634
hospital owner,Government - Hospital District or Authority,t,634
emergency service,Yes,t,634
condition,Surgical Infection Prevention,f,634
measure code,SCIP-CARD-2,f,634
measure name,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,f,634
score,98%,t,634
sample,208 patients,t,634
stateavg,AL_SCIP-CARD-2,t,634
provider number,10029,t,635
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,635
address1,2000 PEPPERELL PARKWAY,t,635
address2,,t,635
address3,,t,635
city,OPELIKA,t,635
state,AL,t,635
zip code,36801,t,635
county name,LEE,t,635
phone number,3347493411,t,635
hospital type,Acuxe Care Hospixals,t,635
hospital owner,Government - Hospital District or Authority,t,635
emergency service,Yes,t,635
condition,Surgical Infection Prevention,t,635
measure code,SCIP-INF-1,t,635
measure name,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,t,635
score,99%,t,635
sample,1001 patients,t,635
stateavg,AL_SCIP-INF-1,t,635
provider number,10029,t,636
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,636
address1,2000 PEPPERELL PARKWAY,t,636
address2,,t,636
address3,,t,636
city,OPELIKA,t,636
state,AL,f,636
zip code,36801,t,636
county name,LEE,t,636
phone number,3347493411,t,636
hospital type,Acute Care Hospitals,t,636
hospital owner,Government - Hospital District or Authority,t,636
emergency service,Yes,t,636
condition,Surgical Infection Prevention,f,636
measure code,SCIP-INF-2,f,636
measure name,surgery patients who were given the  right kind  of antibiotic to help prevent infection,t,636
score,99%,t,636
sample,1016 patients,t,636
stateavg,AL_SCIP-INF-2,f,636
provider number,10029,t,637
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,637
address1,2000 PEPPERELL PARKWAY,t,637
address2,,t,637
address3,,t,637
city,OPELIKA,t,637
state,AL,t,637
zip code,36801,t,637
county name,LEE,t,637
phone number,3347493411,t,637
hospital type,Acute Care Hospitals,t,637
hospital owner,Government - Hospital District or Authority,t,637
emergency service,Yes,t,637
condition,Surgical Infection Prevention,f,637
measure code,SCIP-INF-3,f,637
measure name,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),t,637
score,97%,t,637
sample,962 patients,t,637
stateavg,AL_SCIP-INF-3,t,637
provider number,10029,t,638
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,638
address1,2000 PEPPERELL PARKWAY,t,638
address2,,t,638
address3,,t,638
city,OPELIKA,t,638
state,AL,t,638
zip code,36801,t,638
county name,LEE,t,638
phone number,3347493411,t,638
hospital type,Acute Care Hospitals,t,638
hospital owner,Government - Hospital District or Authority,t,638
emergency service,Yes,t,638
condition,Surgical Infection Prevention,f,638
measure code,SCIP-INF-4,f,638
measure name,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,f,638
score,98%,t,638
sample,241 patients,t,638
stateavg,AL_SCIP-INF-4,t,638
provider number,10029,t,639
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,639
address1,2000 PEPPERELL PARKWAY,t,639
address2,,t,639
address3,,t,639
city,OPELIKA,t,639
state,AL,t,639
zip code,36801,t,639
county name,LEE,t,639
phone number,3347493411,t,639
hospital type,Acute Care Hospitals,t,639
hospital owner,Government - Hospital District or Authority,t,639
emergency service,Yes,t,639
condition,Surgical Infection Prevention,t,639
measure code,SCIP-INF-6,f,639
measure name,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),f,639
score,100%,t,639
sample,1421 patients,t,639
stateavg,AL_SCIP-INF-6,t,639
provider number,1xx29,t,640
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,640
address1,2000 PEPPERELL PARKWAY,t,640
address2,,t,640
address3,,t,640
city,OPELIKA,t,640
state,AL,t,640
zip code,36801,t,640
county name,LEE,t,640
phone number,3347493411,t,640
hospital type,Acute Care Hospitals,t,640
hospital owner,Government - Hospital District or Authority,t,640
emergency service,Yes,t,640
condition,Surgical Infection Prevention,t,640
measure code,SCIP-VTx-1,t,640
measure name,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,t,640
score,92%,t,640
sample,473 patients,t,640
stateavg,AL_SCIP-VTE-1,t,640
provider number,10029,t,641
hospital name,EAST ALABAMA MEDICAL CENTER AND SNF,t,641
address1,2000 PEPPERELL PARKWAY,t,641
address2,,t,641
address3,,t,641
city,OPELIKA,t,641
state,AL,f,641
zip code,36801,t,641
county name,LEE,t,641
phone number,3347493411,t,641
hospital type,Acute Care Hospitals,t,641
hospital owner,Government - Hospital District or Authority,t,641
emergency service,Yes,t,641
condition,Surgical Infection Prevention,f,641
measure code,SCIP-VTE-2,f,641
measure name,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,t,641
